Anio,Mes,FECHA,Pais_Destino,Prod_Principal,TRADICIONAL_Y_NO_TRAD,Codigo_Subpartida, Suma_FOB_miles ,Suma_TM_Peso_Neto
2017,5,2017/05/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$1,366,196,392.00",2424928961
2017,5,2017/05/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$2,917,369,703.00",4826734906
2017,6,2017/06/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$1,070,660,203.00",1930082685
2017,6,2017/06/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$1,922,953,231.00",3924079186
2017,6,2017/06/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$1,940,444,598.00",3504695542
2017,7,2017/07/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$930,467,974.00",1670079331
2017,7,2017/07/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$1,600,766,414.00",3190986992
2017,7,2017/07/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$884,484,875.00",1458138632
2017,8,2017/08/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$855,488,344.00",1604786557
2017,8,2017/08/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$1,449,415,820.00",3040377258
2017,8,2017/08/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$51,064,127.00",60767048
2017,9,2017/09/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$778,892,769.00",1413159062
2017,9,2017/09/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$1,115,645,624.00",2318966666
2017,9,2017/09/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$38,736,936.00",47614340
2017,10,2017/10/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$807,909,814.00",1491716575
2017,10,2017/10/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$946,483,628.00",1950322235
2017,10,2017/10/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$62,717,428.00",97734540
2017,11,2017/11/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$948,998,121.00",1628020917
2017,11,2017/11/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$1,508,339,836.00",2921647447
2017,11,2017/11/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$384,418,797.00",615262432
2017,12,2017/12/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$957,484,228.00",1602587891
2017,12,2017/12/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$1,996,782,805.00",3484937304
2017,12,2017/12/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$1,224,158,166.00",2039609332
2016,1,2016/01/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901100,"$4,813,097,955.00",10161200448
2016,1,2016/01/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$42,684,284.00",47188144
2016,2,2016/02/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901100,"$4,237,318,097.00",8912087215
2016,2,2016/02/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$56,749,892.00",90083434
2016,3,2016/03/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901100,"$2,964,742,224.00",6169287297
2016,3,2016/03/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$42,130,218.00",51577797
2016,4,2016/04/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901100,"$3,283,754,359.00",6825152597
2016,4,2016/04/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$42,747,998.00",49612566
2016,5,2016/05/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901100,"$3,091,274,004.00",6431766185
2016,5,2016/05/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$39,742,684.00",46655803
2016,6,2016/06/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901100,"$3,395,537,011.00",7123309359
2016,6,2016/06/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$46,112,078.00",53664355
2016,6,2016/06/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901900,$0.03,0.02
2016,7,2016/07/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901100,"$4,169,734,968.00",8618438994
2016,7,2016/07/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$47,084,625.00",54133287
2016,8,2016/08/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901100,"$135,050,696.00",293084457
2016,8,2016/08/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$570,239,127.00",1033754055
2016,8,2016/08/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$2,181,485,456.00",4729224544
2016,8,2016/08/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$40,113,030.00",45951396
2016,9,2016/09/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$1,018,401,227.00",1797148873
2016,9,2016/09/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$1,905,625,714.00",3976090544
2016,9,2016/09/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$95,628,188.00",135148860
2016,10,2016/10/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$839,754,290.00",1481899815
2016,10,2016/10/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$1,631,005,589.00",3509795733
2016,10,2016/10/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$40,823,088.00",45486720
2016,10,2016/10/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901900,$0.07,0.07
2016,11,2016/11/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$811,455,769.00",1428311343
2016,11,2016/11/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$1,792,934,708.00",3726856412
2016,11,2016/11/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$57,050,818.00",84138603
2016,12,2016/12/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901110,"$1,065,192,950.00",1877458546
2016,12,2016/12/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901190,"$2,460,042,837.00",5192729432
2016,12,2016/12/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$454,824,692.00",733964380
2015,1,2015/01/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901100,"$4,049,892,070.00",8747834283
2015,1,2015/01/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$31,900,116.00",40371691
2015,1,2015/01/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901900,"$2,207,320.00",3601523
2015,2,2015/02/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901100,"$3,943,664,118.00",8088829752
2015,2,2015/02/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$36,793,581.00",45469718
2015,2,2015/02/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901900,"$4,709,506.00",8204520
2015,3,2015/03/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901100,"$3,360,175,218.00",6949454915
2015,3,2015/03/01,ESTADOS UNIDOS,Banano,TRADICIONAL,803901200,"$35,945,620.00",42976092
